Loss,Epochs,How may saturated
0.0499688,2563,0

x,Sin(x),NN prediction
-3.14159,-2.53518e-06,-0.157462
-3.129,-0.0125936,-0.165326
-3.11641,-0.0251831,-0.173199
-3.10382,-0.0377681,-0.18108
-3.09122,-0.0503474,-0.188968
-3.07863,-0.0629187,-0.196864
-3.06604,-0.0754798,-0.204766
-3.05345,-0.0880292,-0.212675
-3.04086,-0.100565,-0.220589
-3.02827,-0.113084,-0.228509
-3.01567,-0.125586,-0.236434
-3.00308,-0.138067,-0.244364
-2.99049,-0.150527,-0.252298
-2.9779,-0.162963,-0.260235
-2.96531,-0.175373,-0.268176
-2.95272,-0.187755,-0.276119
-2.94013,-0.200107,-0.284065
-2.92753,-0.212428,-0.292012
-2.91494,-0.224715,-0.29996
-2.90235,-0.236966,-0.30791
-2.88976,-0.24918,-0.315859
-2.87717,-0.261354,-0.323809
-2.86458,-0.273487,-0.331757
-2.85198,-0.285576,-0.339703
-2.83939,-0.297621,-0.347648
-2.8268,-0.309618,-0.35559
-2.81421,-0.321566,-0.363529
-2.80162,-0.333463,-0.371464
-2.78903,-0.345307,-0.379394
-2.77644,-0.357096,-0.38732
-2.76384,-0.368829,-0.395239
-2.75125,-0.380503,-0.403153
-2.73866,-0.392117,-0.411059
-2.72607,-0.403669,-0.418957
-2.71348,-0.415157,-0.426847
-2.70089,-0.426578,-0.434728
-2.68829,-0.437933,-0.442599
-2.6757,-0.449218,-0.45046
-2.66311,-0.460431,-0.458309
-2.65052,-0.471572,-0.466146
-2.63793,-0.482638,-0.47397
-2.62534,-0.493628,-0.481781
-2.61275,-0.504539,-0.489578
-2.60015,-0.51537,-0.497359
-2.58756,-0.526119,-0.505124
-2.57497,-0.536785,-0.512872
-2.56238,-0.547366,-0.520602
-2.54979,-0.55786,-0.528314
-2.5372,-0.568266,-0.536006
-2.5246,-0.578581,-0.543678
-2.51201,-0.588805,-0.551329
-2.49942,-0.598936,-0.558958
-2.48683,-0.608971,-0.566563
-2.47424,-0.61891,-0.574144
-2.46165,-0.628751,-0.5817
-2.44906,-0.638492,-0.58923
-2.43646,-0.648132,-0.596732
-2.42387,-0.657669,-0.604207
-2.41128,-0.667102,-0.611653
-2.39869,-0.676429,-0.619068
-2.3861,-0.685649,-0.626452
-2.37351,-0.69476,-0.633804
-2.36091,-0.703761,-0.641121
-2.34832,-0.712651,-0.648405
-2.33573,-0.721427,-0.655653
-2.32314,-0.73009,-0.662864
-2.31055,-0.738636,-0.670036
-2.29796,-0.747065,-0.677169
-2.28537,-0.755376,-0.684262
-2.27277,-0.763567,-0.691313
-2.26018,-0.771637,-0.698321
-2.24759,-0.779584,-0.705285
-2.235,-0.787409,-0.712203
-2.22241,-0.795108,-0.719074
-2.20982,-0.802681,-0.725897
-2.19722,-0.810127,-0.732671
-2.18463,-0.817444,-0.739393
-2.17204,-0.824632,-0.746063
-2.15945,-0.831689,-0.75268
-2.14686,-0.838614,-0.759241
-2.13427,-0.845407,-0.765746
-2.12168,-0.852065,-0.772192
-2.10908,-0.858588,-0.77858
