Loss,Epochs,How may saturated
0.0499993,34004,0

x,Sin(x),NN prediction
-3.14159,-2.53518e-06,-0.127787
-3.129,-0.0125936,-0.137532
-3.11641,-0.0251831,-0.147265
-3.10382,-0.0377681,-0.156985
-3.09122,-0.0503474,-0.166691
-3.07863,-0.0629187,-0.176382
-3.06604,-0.0754798,-0.186058
-3.05345,-0.0880292,-0.195718
-3.04086,-0.100565,-0.205362
-3.02827,-0.113084,-0.214989
-3.01567,-0.125586,-0.224599
-3.00308,-0.138067,-0.23419
-2.99049,-0.150527,-0.243762
-2.9779,-0.162963,-0.253314
-2.96531,-0.175373,-0.262846
-2.95272,-0.187755,-0.272357
-2.94013,-0.200107,-0.281846
-2.92753,-0.212428,-0.291312
-2.91494,-0.224715,-0.300756
-2.90235,-0.236966,-0.310176
-2.88976,-0.24918,-0.31957
-2.87717,-0.261354,-0.32894
-2.86458,-0.273487,-0.338283
-2.85198,-0.285576,-0.347599
-2.83939,-0.297621,-0.356888
-2.8268,-0.309618,-0.366149
-2.81421,-0.321566,-0.37538
-2.80162,-0.333463,-0.384581
-2.78903,-0.345307,-0.393751
-2.77644,-0.357096,-0.402891
-2.76384,-0.368829,-0.411997
-2.75125,-0.380503,-0.42107
-2.73866,-0.392117,-0.430109
-2.72607,-0.403669,-0.439113
-2.71348,-0.415157,-0.448082
-2.70089,-0.426578,-0.457013
-2.68829,-0.437933,-0.465907
-2.6757,-0.449218,-0.474763
-2.66311,-0.460431,-0.48358
-2.65052,-0.471572,-0.492356
-2.63793,-0.482638,-0.501091
-2.62534,-0.493628,-0.509785
-2.61275,-0.504539,-0.518435
-2.60015,-0.51537,-0.527042
-2.58756,-0.526119,-0.535604
-2.57497,-0.536785,-0.54412
-2.56238,-0.547366,-0.55259
-2.54979,-0.55786,-0.561011
-2.5372,-0.568266,-0.569385
-2.5246,-0.578581,-0.577709
-2.51201,-0.588805,-0.585983
-2.49942,-0.598936,-0.594204
-2.48683,-0.608971,-0.602373
-2.47424,-0.61891,-0.610489
-2.46165,-0.628751,-0.61855
-2.44906,-0.638492,-0.626555
-2.43646,-0.648132,-0.634505
-2.42387,-0.657669,-0.642395
-2.41128,-0.667102,-0.650228
-2.39869,-0.676429,-0.658001
-2.3861,-0.685649,-0.665713
-2.37351,-0.69476,-0.673362
-2.36091,-0.703761,-0.680949
-2.34832,-0.712651,-0.688472
-2.33573,-0.721427,-0.69593
-2.32314,-0.73009,-0.703321
-2.31055,-0.738636,-0.710644
-2.29796,-0.747065,-0.7179
-2.28537,-0.755376,-0.725086
-2.27277,-0.763567,-0.7322
-2.26018,-0.771637,-0.739244
-2.24759,-0.779584,-0.746213
-2.235,-0.787409,-0.753108
-2.22241,-0.795108,-0.759928
-2.20982,-0.802681,-0.766672
-2.19722,-0.810127,-0.773338
-2.18463,-0.817444,-0.779925
-2.17204,-0.824632,-0.786432
-2.15945,-0.831689,-0.792857
-2.14686,-0.838614,-0.7992
-2.13427,-0.845407,-0.80546
-2.12168,-0.852065,-0.811634
-2.10908,-0.858588,-0.817722
