Loss,Epochs,How may saturated
0.0499693,2105,0

x,Sin(x),NN prediction
-3.14159,-2.53518e-06,-0.125265
-3.129,-0.0125936,-0.133927
-3.11641,-0.0251831,-0.142589
-3.10382,-0.0377681,-0.15125
-3.09122,-0.0503474,-0.159912
-3.07863,-0.0629187,-0.168574
-3.06604,-0.0754798,-0.177235
-3.05345,-0.0880292,-0.185897
-3.04086,-0.100565,-0.194559
-3.02827,-0.113084,-0.20322
-3.01567,-0.125586,-0.211882
-3.00308,-0.138067,-0.220544
-2.99049,-0.150527,-0.229205
-2.9779,-0.162963,-0.237867
-2.96531,-0.175373,-0.246529
-2.95272,-0.187755,-0.255191
-2.94013,-0.200107,-0.263852
-2.92753,-0.212428,-0.272514
-2.91494,-0.224715,-0.281175
-2.90235,-0.236966,-0.289837
-2.88976,-0.24918,-0.298499
-2.87717,-0.261354,-0.307161
-2.86458,-0.273487,-0.315823
-2.85198,-0.285576,-0.324484
-2.83939,-0.297621,-0.333145
-2.8268,-0.309618,-0.341807
-2.81421,-0.321566,-0.350469
-2.80162,-0.333463,-0.359131
-2.78903,-0.345307,-0.367792
-2.77644,-0.357096,-0.376454
-2.76384,-0.368829,-0.385116
-2.75125,-0.380503,-0.393777
-2.73866,-0.392117,-0.402439
-2.72607,-0.403669,-0.411101
-2.71348,-0.415157,-0.419762
-2.70089,-0.426578,-0.428424
-2.68829,-0.437933,-0.437086
-2.6757,-0.449218,-0.445747
-2.66311,-0.460431,-0.454409
-2.65052,-0.471572,-0.463071
-2.63793,-0.482638,-0.471732
-2.62534,-0.493628,-0.480394
-2.61275,-0.504539,-0.489056
-2.60015,-0.51537,-0.497717
-2.58756,-0.526119,-0.506379
-2.57497,-0.536785,-0.515041
-2.56238,-0.547366,-0.523702
-2.54979,-0.55786,-0.532364
-2.5372,-0.568266,-0.541026
-2.5246,-0.578581,-0.549687
-2.51201,-0.588805,-0.558349
-2.49942,-0.598936,-0.567011
-2.48683,-0.608971,-0.575672
